reviews,extracted
"I like this place. Its open late, they don't pressure you, the waiters are great they know their wines and offer awesome suggestions.... Its a great place to have a drink or eat a delicious dinner.  The food is really good."," Its open late, they don't pressure you, the waiters are great they know their wines and offer awesome suggestions.... Its a great place to have a drink or eat a delicious dinner. The food is really good."
"The service here is superb!  My friend planned a surprise engagement party here for some friends and it turned out wonderful!  They were accommodating of our large group and reserved the entire back lounge area for us.  They served amazing food (sliders, stuffed mushrooms, and bruschetta) and drinks (the mojito is great!).  I love the atmosphere here...  very quaint and cute, not too dark, romantic, but also good for meeting friends.  A great neighborhood restaurant!"," love the atmosphere here They served amazing food (sliders, stuffed mushrooms, and bruschetta) and drinks (the mojito is great!). A great neighborhood restaurant"
"Went for brunch, had the special - omelet with broccoli Rabe and sweet sausage. Nothing spectacular but it was definitely good. The missus had the Benedict - again very good , but shy of something I would rave about and say you HAD to go and try. Nice atmosphere, prices I'd say average for the area. Should note we only went because cafe bar is closed for renovations. Glad I tried here finally and i would go back if someone wanted to go, but was happier at Fattys, flo and ovelia. Also note a bloody Mary was $7 so that wasn't gonna happen. Wish places lumped em in brunch price like Fattys (even if they're not ""loaded"" with vodka or celery and such - it's just nice to go with the meal)."," Nothing spectacular but it was definitely good. The missus had the Benedict - again very good , but shy of something I would rave about and say you HAD to go and try. Nice atmosphere, prices I'd say average for the area. Glad I tried here finally and i would go back if someone wanted to go, but was happier at Fattys, flo and ovelia. Wish places lumped em in brunch price like Fattys (even if they're not ""loaded"" with vodka or celery and such - it's just nice to go with the meal)."
I've been here a couple times for brunch and dinner. At no point did this place ever  blow me away.  They season everything way to salty here.  Once I ordered an eggs benedict and the yolk was almost cook through.  I think this place wants to take food the second level but the entrees are always lacking in a certain something making the meal unmemorable.  If you don't have a palate and want to eat whatever this is the place to go., At no point did this place ever  blow me away
you have to be careful bc I've either had amazing food here or terrible food.  I had the lobster ravioli last time I went and it was so good.  My roommate got tomato soup for her appetizer and it was not good.  I also wish they had a better beer selection.  But I like the ambiance and the service.  It's definitely a nice spot!, I had the lobster ravioli last time I went and it was so good. My roommate got tomato soup for her appetizer and it was not good.
"No pun intended, but this place has become our local.  Whenever we want a drink on the way home or a late-night snack (kitchen open 'til 11:30), this is where we go.  The staff is hip and the food is good.  The appetizers are the best, with the braised meatballs and the fried artichoke hearts being my favorites.  If you're alone or don't want a big sit-down production, sit at the bar.  The bartenders are cool and are willing to experiment on any drink combination that you care to dream up.  If it's not busy, the waitstaff will join you at the bar.  It's kind of like hanging out at a friend's house."," The staff is hip and the food is good. The appetizers are the best, with the braised meatballs and the fried artichoke hearts being my favorites. If you're alone or don't want a big sit-down production, sit at the bar. The bartenders are cool and are willing to experiment on any drink combination that you care to dream up. If it's not busy, the waitstaff will join you at the bar."
"the ""Meh. I've experienced better."" is exactly what applies to Locale. Who cuts a steak in half and serves it, seriously!! I can understand that it is upscale for the neighborhood, but I don't think it has anything that special, not for the price they charge. The wine is mediocre for the price and the service is very MEH."," I can understand that it is upscale for the neighborhood, but I don't think it has anything that special, not for the price they charge. The wine is mediocre for the price and the service is very MEH."
"Went here the other night for dinner, I started with the buffalo mozzarella salad, then had the fagotini pasta (yes that's what its called) & finished with some sort of home made crème brulee. All three were out of this world, its my new favorite restaurant...  stop reading this and go there, NOW!!!"," All three were out of this world, its my new favorite restaurant...  stop reading this and go there, NOW!!!"
"The service I received was awful, our waiter was curt, brought our food out late and cold, and was very inattentive. I would not dine here again.."," The service I received was awful, our waiter was curt, brought our food out late and cold, and was very inattentive."
"i recently moved and while i don't regret moving i wish this restaurant/bar could have moved with me!  I'll miss the wonderful brunches here, specifically the eggs benedict.  this is a dynamic enough place to gather with a few friends and has just the right ambiance to bring a date, too! the friendly, efficient service is a definite plus, too."," I'll miss the wonderful brunches here, specifically the eggs benedict. the friendly, efficient service is a definite plus, too."
I ordered the beets sauce purse pasta dish. I thought the dish was delicious and creative. Only draw back is that there should be a perk for eating in Astoria...yet the price is just like Manhattan. They should adjust their prices a bit because they are across from a bodega not in the middle of Chelsea., I thought the dish was delicious and creative They should adjust their prices a bit because they are across from a bodega not in the middle of Chelsea.
"I love this romantic little restaurant.  It's bare brick walls and dimly lit interior makes it a great date spot but without feeling stuffy or uptight.  It's a nice place to bring a friend to though, as it's not too loud or crowded to have a conversation and catch up with someone.  The food is good and the prices are reasonable.  There is outdoor seating, a big selling point for me in the summer!  They also have a cute little couch/lounging area that is great for a small group of friends to chill out, have a drink and an appetizer together before starting the night."," The food is good and the prices are reasonable. They also have a cute little couch/lounging area that is great for a small group of friends to chill out, have a drink and an appetizer together before starting the night."
"I have been here several times and have not been disappointed.  I usually go for brunch and love the menu even though it's a la carte.  The selection is wonderful and not pricey.  Don't know the bartenders name, but this gal makes a mean Bloody Mary. ( Never really liked them until I started coming here.)    =)Had dinner a couple of times and was happy then too!  Drink specials are delicious.Go find out for yourself and enjoy!!!", enjoy I have been here several times and have not been disappointed. The selection is wonderful and not pricey. Had dinner a couple of times and was happy then too Drink specials are delicious.Go find out for yourself and enjoy!!!
"Last Friday, I went to Locale with my friend to enjoy a quiet drink and some appetizers. We really liked the ambience and the staff was very friendly and attentive. We ordered a bottle of wine (very good by the way) and a cheese plate for 2.  The cheese plate was a bit of a disappointment, 3 tiny pieces of cheese doesn't constitute a cheese plate.  We made a comment to the hostess, and she graciously offered to give us a few more pieces.  Other than this, we had a nice experience at this place.", enjoy
"Locale is another addition into the growing list of bistro type places in Astoria. Their menu runs the gamut from the classic continental cuisine, to french staples, to Mediterranean items.  Unfortunately, the lack of focus on the menu kinda translates into the food. I've eaten there several times and all the food I've had qualify as being ""tasty"" but nothing more. I've never had any PARTICULARLY really GOOD version of anything there. So why 4 stars? The atmosphere is really quite nice and it's on a quiet street in Astoria and I've always had a great time there. The drinks are good and strong; service is always excellent.", I've never had any PARTICULARLY really GOOD version of anything there. So why 4 stars The drinks are good and strong; service is always excellent.
"I live around the corner from here, so have been here a few times before writing this review, so this isn't a one off bad experience. I don't think i'll be going here again. The waitstaff has been very unfriendly even though we said we live around the corner and have been here a couple of times. About the food--its just OK, I frankly don't understand what the hype is for. Yeah, the menu is more creative than a lot of the other places in Astoria, but that's not enough to make the food really top quality--taste-wise...I've had most things on the menu and nothing stood out especially. They usually have a long list of specials (almost too many specials if there's such a thing, not so special when there are more specials than what's on the menu, no?). the last time I went, I got duck something and the duck was rubbery and chewy (i've had duck before plenty of times, I know what it should taste like, so i'm not just making up stuff) and my boyfriend got some kind of sea bass which was on the specials and it was completely over salted and greasy.Not to mention, the food always takes a very very long time to come out--in fact this might be my biggest issue with Locale.The drinks are delicious. Brunch is good, however I recommend Stove over Locale for brunch. Sorry Locale, I gave you many many chances, we were so excited to have moved to your neighborhood, but very sorely disappointed with the service and quality of food. Their sister restaurant is Lucas Steakhouse which is about a thousand times better, but in a totally different restaurant category so one can't really compare."," I don't think i'll be going here again. Yeah, the menu is more creative than a lot of the other places in Astoria, but that's not enough to make the food really top quality--taste-wise...I've had most things on the menu and nothing stood out especially. They usually have a long list of specials (almost too many specials if there's such a thing, not so special when there are more specials than what's on the menu, no?). the last time I went, I got duck something and the duck was rubbery and chewy (i've had duck before plenty of times, I know what it should taste like, so i'm not just making up stuff) and my boyfriend got some kind of sea bass which was on the specials and it was completely over salted and greasy.Not to mention, the food always takes a very very long time to come out--in fact this might be my biggest issue with Locale.The drinks are delicious. Brunch is good, however I recommend Stove over Locale for brunch. Sorry Locale, I gave you many many chances, we were so excited to have moved to your neighborhood, but very sorely disappointed with the service and quality of food. Their sister restaurant is Lucas Steakhouse which is about a thousand times better, but in a totally different restaurant category so one can't really compare."
"Delicious Brunch menu. Fluffy, well cooked omelets, crispy bacon and of course mimosas. The mimosas/bellinis/bloody Marys are not included and are rather pricey in terms of drink per dollar. The mimosas were a bit small and light on the non-orange juice components. But overall, that was the most disappointing aspect of the meal. The southwestern omelet with jalapeno relish was quite good. Not too spicy, but adds just enough. The hash browns are intriguing. They come with peas and red peppers mixed in. Well seasoned though, so they earn points there.The atmosphere is nice. It feels like an upscale-ish sort of place, big glass windows, a separate eating area with more coffee-shop style cushions and low tables. A vaguely classical Greece/Rome motif adorns the walls, but overall, it's what you would expect from restaurant brunch, and non diner/Denny's brunch.The staff was friendly, and helpful. Can't complain there.Overall a positive brunching experience."," Delicious Delicious Brunch menu The mimosas/bellinis/bloody Marys are not included and are rather pricey in terms of drink per dollar. But overall, that was the most disappointing aspect of the meal. The southwestern omelet with jalapeno relish was quite good. It feels like an upscale-ish sort of place, big glass windows, a separate eating area with more coffee-shop style cushions and low tables. A vaguely classical Greece/Rome motif adorns the walls, but overall, it's what you would expect from restaurant brunch, and non diner/Denny's brunch.The staff was friendly, and helpful."
"Stopped by for brunch recently.  The decor, service and food were all just average.  It's a decent spot to meet some friends but certainly nothing to get excited about.", Stopped by for brunch recently
"This is my Brunch Spot. Find me here for Brunch every weekend. I loveee the breakfast here! I absolutely love all the omelette, waffles, crepes, etc... Best way to start my day is when I have my breakfast here. loveitt!", Find me here for Brunch every weekend
"Disappointing brunch and overall experience. They had several parties going on and our food took over 40 minutes to arrive. When it did arrive one plate of egg Benedict's and waffles arrived cold. I had a breakfast burrito and it was small and stuffed entirely with rice. Keep in mind the waitress recommended the burrito, therefore I recommend the opposite of what the wait staff recommends. Some hack carrying himself as either an owner or manager said he would comp the craptastic waffles and then sent us a round of mimosas. Don't trust him either.   For brunch plates run about $12-15 and are not worth it. Better options in the area. Or for that fact stay home and cook yourself breakfast and understand that what you just made is comparably bad to the food at Locale. There is nothing local about this place and if you want maple syrup bring your own because you will get Aunt Jemima and a dumb look.", Disappointing brunch and overall experience Some hack carrying himself as either an owner or manager said he would comp the craptastic waffles and then sent us a round of mimosas. For brunch plates run about $12-15 and are not worth it. Better options in the area Or for that fact stay home and cook yourself breakfast and understand that what you just made is comparably bad to the food at Locale. There is nothing local about this place and if you want maple syrup bring your own because you will get Aunt Jemima and a dumb look.
"I ate here the other night with my boyfriend and it was awesome! The ambiance and service was good, but the food was by far the best part.  I had the salmon and it was absolutely delicious. It was cooked to perfection and super tasty!  This was my first time visiting this place and definitely will not be my last.  Food this well done is hard to find.  I'd recommend this restaurant to anyone that can appreciate good food, and a nice warm and cozy ambiance!"," The ambiance and service was good, but the food was by far the best part. I had the salmon and it was absolutely delicious. It was cooked to perfection and super tasty This was my first time visiting this place and definitely will not be my last Food this well done is hard to find. I'd recommend this restaurant to anyone that can appreciate good food, and a nice warm and cozy ambiance!"
"My friend who lives nearby told me how great this place was so we decided to eat here together.  I had a good feeling about Locale when I entered the restaurant.  Its open, modern decor exuded a bit of elegance mixed in with coziness which combined, made you feel welcome.  I ordered the calamari and the soup of the day, split pea while my friend orderd the tagliateIle with vegetables.  The split pea was incredible--having had split pea soups in the past, I felt this one was no ordinary soup. Let's say it had a rustic kick on top of that good ol' homecooked taste.  The calamari, though it was not that warm, was delicious due to its perfect crispiness and non greasy texture. My friend enjoyed her pasta thoroughly and continued to dabble on the sauce even though she finished her food.  We paired our food with the bottle of ""Katurna"", Croatian white wine and savored every sip until we were done. I plan on coming by to try their pasta dishes and soup again.  Its versatile furnishing and ambience are well suited for meals with a friend, group of friends/family, or a date and offers food for everyone-- foodies, meat lovers, vegetarians, pesceterians...well, you get the picture. However, don't expect huge portions of pasta here."," enjoy The split pea was incredible--having had split pea soups in the past, I felt this one was no ordinary soup. We paired our food with the bottle of ""Katurna"", Croatian white wine and savored every sip until we were done."
"living in the area, i've passed by this place a bunch of times kept telling myself to check it out. the ambiance of the place seemed very nice - especially during the evenings when i always saw people sitting outside.so anyway, i finally had a chance to go there. i went to go eat brunch with a friend on a saturday morning and was surprised with how reasonable the prices were. sadly to say the least, my friend and i were not impressed at all with the actual food. i guess i'm a pretty picky eater, but seriously, the vegetables weren't fully cooked in our omelets! we didn't even finish our food - and us girls can eat!however, from the other reviews that i've read, and the fact that i live a block away from this place, i will have to give it another chance. possibly for dinner and drinks."," the ambiance of the place seemed very nice - especially during the evenings when i always saw people sitting outside.so anyway, i finally had a chance to go there. i guess i'm a pretty picky eater, but seriously, the vegetables weren't fully cooked in our omelets! we didn't even finish our food - and us girls can eat!however, from the other reviews that i've read, and the fact that i live a block away from this place, i will have to give it another chance. possibly for dinner and drinks"
"Went here for brunch and had the nutella french toast, which was pretty good (crunchy corn flake toast stuffed w/nutella).  I was disappointed by applewood smoked bacon, which was dry and rubbery...and I enjoyed the mimosa but couldn't figure out why it was $7 (the entree was $7.50).  Decor/ambiance is very nice and service was good...although I don't think I'll be rushing back any time soon."," enjoy Went here for brunch and had the nutella french toast, which was pretty good (crunchy corn flake toast stuffed w/nutella). Decor/ambiance is very nice and service was good...although I don't think I'll be rushing back any time soon."
"I've been going to brunch at locale for a couple of years now. After having dinner there with my financé last night, it seems like the back of the house has kicked it up a notch or two. The service and the food were both on point. I had the toasted polenta with fresh mozzarella and a tomato sauce with a little spice. Suffice it to say, the meal was delish and I was thoroughly impressed! After being a brunch regular and a huge fan of their nutella french toast, it was nice to see their evening fare make such a strong showing."," Suffice it to say, the meal was delish and I was thoroughly impressed! After being a brunch regular and a huge fan of their nutella french toast, it was nice to see their evening fare make such a strong showing."
"excellent service. nice breezy decor. yum yum food, lamb is perfect.very good brunch and dinner. pricepoint  not cheap but well worth it.I am sucker for service, they overcooked my lamb. although I am a usual stickler I ate it as is . was delicious but did comment to waiter it was not cooked correctly. waiter,manager,hostess all apoligized multiple times and they comped me a dessert. THATS how to do in the restaurant business if you want customers to keep coming"," nice breezy decor yum yum food, lamb is perfect.very good brunch and dinner. pricepoint  not cheap but well worth it.I am sucker for service, they overcooked my lamb. was delicious but did comment to waiter it was not cooked correctly"
"Reliably good food, nice quiet atmosphere, love the decor.",
"i've been to locale twice for dinner, and it's been really good experiences both times.  it's a nice space, and is decorated well, although they only have a few dining tables in the front.  there's a full bar on the left side of the restaurant, and then a lounge area in the back that you can also eat in.  overall, it has a nice bar/lounge/candlelight ambiance - i'm definitely one for moods when dining.the food i had was pretty good, although i guess the prices are a bit high for queens.  they don't have an extensive menu, but i think you can definitely find something you'd like.  their tri colore salad is the best i've ever had.  but, it attracts a younger, hipper manhattan-like crowd, and the waiters are all pretty cute :-)another great 'night out in astoria' option."," i've been to locale twice for dinner, and it's been really good experiences both times. there's a full bar on the left side of the restaurant, and then a lounge area in the back that you can also eat in. overall, it has a nice bar/lounge/candlelight ambiance - i'm definitely one for moods when dining.the food i had was pretty good, although i guess the prices are a bit high for queens. they don't have an extensive menu, but i think you can definitely find something you'd like. their tri colore salad is the best i've ever had."
"Nice, relaxed atmosphere, we sat outside on a nice night and I almost felt like I was on vacation. The cheese and fruit platter is nothing special. The Risotto is wayyy too salty and just wayy too herby or just wayy too much of something in there that didn't taste right...the waitress noticed I wasn't enjoying and asked me how it was fine and yea, I was truthful (why not!, I'm a yelper for pete's sake ;-0) and right away she offered another disk (big brownie points!!), next came the Rigatoni Bolognese, it was fine, perfectly Al Dente, but maybe I'm just not a Bolognese sauce lover, but it was better, way better than the risotto, please don't get the risotto. My babes had the Organic Lemon Chicken and it was Divine!!...best sauce, very tender chicken, yummy skin (just a little)...awesome chicken dish and this is coming from a chicken-non lover. I loved his dish. Good wine. Good service, pricey but they are on restaurant.com now. I noticed some people were just having drinks...so maybe I would recommend this as a spot for a drink and a dessert, not necessarily dinner."," enjoy The cheese and fruit platter is nothing special. The Risotto is wayyy too salty and just wayy too herby or just wayy too much of something in there that didn't taste right...the waitress noticed I wasn't enjoying and asked me how it was fine and yea, I was truthful (why not!, I'm a yelper for pete's sake ;-0) and right away she offered another disk (big brownie points!! ), next came the Rigatoni Bolognese, it was fine, perfectly Al Dente, but maybe I'm just not a Bolognese sauce lover, but it was better, way better than the risotto, please don't get the risotto. My babes had the Organic Lemon Chicken and it was Divine! !...best sauce, very tender chicken, yummy skin (just a little)...awesome chicken dish and this is coming from a chicken-non lover. I noticed some people were just having drinks...so maybe I would recommend this as a spot for a drink and a dessert, not necessarily dinner."
"Honestly, this is my favorite restaurant in Queens (and perhaps in all five boroughs). I've eaten there several times, and the food is always excellent. I appreciate the good variety of vegetarian options. They also have a nice selection of drinks. The decor is gorgeous, and the service is generally excellent. An excellent value and always a lovely experience."," I've eaten there several times, and the food is always excellent. The decor is gorgeous, and the service is generally excellent. An excellent value and always a lovely experience"
"Lovely place.  Great atmosphere, delicious and imaginative food, and friendly and attentive staff.  The manager checked in with us at the end of our meal to see how everything was, and when we mentioned we were repeat customers he said he was going to bring us something special as a thank you and came out with 3 glasses of a special dessert wine, on the house.  It's nice to see a neighborhood restaurant that values their customers and is dedicated to making sure enjoy themselves.  Will definitely be back!", enjoy Will definitely be back Will definitely be back Will definitely be back
"Not the hugest fan of Locale for dinner.. a little overrated and over priced.  However, their brunch is amazing, they have tons of great specials every weekend and the absolute best bloody mary around."," However, their brunch is amazing, they have tons of great specials every weekend and the absolute best bloody mary around."
"I was recommended by my roommates and I finally get to try it! I love the decor and the food. The service is very friendly except their service is little slow. I ordered Pineapple Mojito(little too light for my taste, but ok) and their special, Lamb Chop( This was amazing!) comes with fresh cut of tomato slices and green salad. Their basil pesto and the garlic flavor is exceptional and don't forget to try it with the mash potato in the middle :)", The service is very friendly except their service is little slow.
"Literally, the most uninspiring meal of my life. The crab cake is really good but way too pricey for what you get. I spent 50$ and nothing tasted better than ""okay"". Also the place had 3 full tables when we got there because it was so early and we waited 30 minutes for our apps. Lame.", The crab cake is really good but way too pricey for what you get. Also the place had 3 full tables when we got there because it was so early and we waited 30 minutes for our apps.
"I LOVE LOCALE! There are a lot of restaurants in Astoria, but only few on 34th Avenue. The location makes Locale an oasis of quiet away from busy Broadway. The food is fantastic and the service has always been wonderful. I have no complaints.", I LOVE LOCALE The food is fantastic and the service has always been wonderful.
"Good food, nice atmosphere, great service.  If you are going to get anything from the daily specials you might want to ask the price, otherwise you might end up with a $40 steak, but it was well worth it in my case. They have really good deserts too."," If you are going to get anything from the daily specials you might want to ask the price, otherwise you might end up with a $40 steak, but it was well worth it in my case. They have really good deserts too."
"This is absolutely a neighborhood favorite!  Whether it's dinner, drinks or brunch, Locale is consistently superb.  The service is always kind and attentive and, above all, the food is really tasty - simply, but well done!  Astoria has a ton of restaurants, but they're not all sure bets like Locale!  I come here with my younger sister and mom, and our three varying palates are always satisfied here.  I totally recommend the Cheddar Polenta on the Brunch Menu along with a Passion Fruit Mimosa!  If you're around for dinner, the fish entrees are always spot on, and the steaks are perfectly done!"," The service is always kind and attentive and, above all, the food is really tasty - simply, but well done! I totally recommend the Cheddar Polenta on the Brunch Menu along with a Passion Fruit Mimosa"
"My friends and I seem to gravitate to this charming bar/restaurant situated on the corner of a quiet street in Astoria. We always order from the specials. Excellent appetizers, fish, lamb and filet mignon. Flavored Martini's sweeten things up. The ambience is just right to savor your dish and the company you're with. We've dined here since 2005 and the waitstaff have always been courteous and accommodating.",
"This is my favorite spot in Astoria. Dates, Birthdays, Visitors from Out of Town, or even just a casual drink, there's nothing quite like this place in the neighborhood. The servers are all so friendly, knowledgeable, and can actually be really funny. I came here with a big group for a birthday a few weeks, and our server really made our night. The food is delicious and beautifully presented. Our favorites included the Steamed Mussels, Duck Breast, and Fagotini pasta. The music and atmosphere are really great, super chic, and a lot more original than most places in the neighborhood. At night, it's got a pretty sexy feel, so if you're aiming to impress, this needs to be your new date place. Have not been for brunch yet, but I've heard it's amazing. If you haven't checked this place out, you should definitely give it a try. I'll probably be there sipping one of their Specialty Cocktails with my girlfriends!"," The servers are all so friendly, knowledgeable, and can actually be really funny. The food is delicious and beautifully presented. The music and atmosphere are really great, super chic, and a lot more original than most places in the neighborhood. At night, it's got a pretty sexy feel, so if you're aiming to impress, this needs to be your new date place. If you haven't checked this place out, you should definitely give it a try. I'll probably be there sipping one of their Specialty Cocktails with my girlfriends!"
"Went there for brunch today.  Atmosphere is great, reasonably priced.  I got the grilled vegetable panini (grilled eggplant, pepper and goat cheese) it was delicious. My friend got the salmon eggs benedict and loved it as well. The waitress was a total ditz and the service wasn't awesome but the hostess/bartender was super cool. I would go there again but avoid the blonde waitress with the possibly fake European accent.", Went there for brunch today The waitress was a total ditz and the service wasn't awesome but the hostess/bartender was super cool. I would go there again but avoid the blonde waitress with the possibly fake European accent.
"I must agree with the general consensus. While this place is truly lovely in decor and its vibe, the food was mediocre at best. I had a lovely glass of wine and i was romanced by the quiet flicker of candle light, only to be rudely awakened by the overpowering charred flavor ravaging my lamb chops. I would definitely come back for drinks and to check out the brunch, but i don't think this is the spot for dinner."," I must agree with the general consensus. While this place is truly lovely in decor and its vibe, the food was mediocre at best. I would definitely come back for drinks and to check out the brunch, but i don't think this is the spot for dinner."
nice little place...definetly a pleasant addition to an otherwise quiet strip on 34th avenue.....food is ok......its a great place to go in the summer with the outdoor seating....and also a great place to go mon-fri as its pretty quiet and you can relax there at night.overall been there a few times and had a good experience., nice little place...definetly a pleasant addition to an otherwise quiet strip on 34th avenue.....food is ok......its a great place to go in the summer with the outdoor seating....and also a great place to go mon-fri as its pretty quiet and you can relax there at night.overall been there a few times and had a good experience.
"The modern atmosphere is pretty sweet and although the portions are tiny, their breakfast options are exquisite.  I had the ""Texas toast"" which is deep fried French toast stuffed with Nutela and my accomplice had the goat cheese omelet with a side of red-pepper home fries which I recall he described as being ""bomb-dizzle.""  While the bloody mary tasted like pickled saw-dust I have to say everything else was splendid.  The wait staff was attentive and courteous and overall it was a very fun dining experience."," The modern atmosphere is pretty sweet and although the portions are tiny, their breakfast options are exquisite. I had the ""Texas toast"" which is deep fried French toast stuffed with Nutela and my accomplice had the goat cheese omelet with a side of red-pepper home fries which I recall he described as being ""bomb-dizzle."" The wait staff was attentive and courteous and overall it was a very fun dining experience."
"Just a joint ---best for weekend brunch on the food end. If you want to hang out for drinks in the evening fine, but dinner elsewhere is a much better idea. More for the scene than serious gourmet.", More for the scene than serious gourmet
"One of the gems (along with Brick Cafe and Cafe Mundo) of the venturing beyond 30th Ave and Broadway. Great food, both at brunch and dinner - we're huge fans",
"My husband and I went for dinner on Wed for a date, since it had been months since we were alone for dinner (we have a 7 month old baby) and we chose Locale. I regret this choice.     I order the fried calamari, and my husband ordered the special app, sweet bread. The calamari was chewy, and not crispy, so I returned. The waitress was really nice, and she apologized and asked if I wanted to change it for something else, but I didn't. My husband's app was tasteless, it had no salt!   For the main course I ordered the garganelli with peas and prosciutto,  which was dry, and also tasteless. My husband had the special, the duck. which also had no flavor and wasn't properly cooked. For dessert we ordered the chocolate souffle. The waitress told us that it would take 10 minutes since it was made to order. It actually took them 20 minutes!....and when it finally arrived it was completely dry! No melted chocolate inside. I was looking forward to this night, and was dissapointed with my experience in this restaurant.Although the service was excellent we would never go back."," I order the fried calamari, and my husband ordered the special app, sweet bread. The calamari was chewy, and not crispy, so I returned. The waitress was really nice, and she apologized and asked if I wanted to change it for something else, but I didn't. My husband had the special, the duck. The waitress told us that it would take 10 minutes since it was made to order. It actually took them 20 minutes!....and when it finally arrived it was completely dry! No melted chocolate inside I was looking forward to this night, and was dissapointed with my experience in this restaurant.Although the service was excellent we would never go back."
Love the look of the place and finally got around to trying it. Food was great. Reasonably priced and nice decor inside. Parking can be tough but if your in walking distance I would definately stop in., Food was great. Food was great. Reasonably priced and nice decor inside Parking can be tough but if your in walking distance I would definately stop in.
"My first experience with the restaurant family was at the Lucas where I was floored by the prices (same as manhattan) but floored again by the service (best in astoria).  Our server Ryan was perfect with every nuance.  Needless to say I was excited to explore it's sister restaurant, Locale but much to my disappointment, the did not deliver.  We started  with the beet salad with the goat cheese puck(which we had at Lucas).  The difference was execution;  it was bland, the colors ran to the point that it looked like it was shaken to toss, and the worst part was the goat cheese pad was obviously microwaved in saran wrap (everyone knows the smell and how it dries out cheese) and not toasted.  the entrees were mediocre and very over priced (you pay for ambience, nice space) and the bartender (male) was somewhat snobby and unwilling to socialize.  I will only return for a glass of wine at the bar, will never spend another dime on that over showcased, overpriced food."," Our server Ryan was perfect with every nuance. The difference was execution;  it was bland, the colors ran to the point that it looked like it was shaken to toss, and the worst part was the goat cheese pad was obviously microwaved in saran wrap (everyone knows the smell and how it dries out cheese) and not toasted. the entrees were mediocre and very over priced (you pay for ambience, nice space) and the bartender (male) was somewhat snobby and unwilling to socialize. I will only return for a glass of wine at the bar, will never spend another dime on that over showcased, overpriced food."
"This is a charming place that I go to primarily for the atmosphere.  It's downfalls are that it's overpriced (especially for the disappointingly small portion sizes) and the strained service (they seem understaffed).  Nonetheless, I'm a repeat customer.  It's really lovely to have a drink or a meal at Locale, as long as you ignore it's shortcomings.  I'm sure they'll work out their problems in time (well, let's hope!).  Am I shooting myself in the foot by reviewing a place that I don't want to see even MORE crowded?  Hmm...  perhaps."," It's downfalls are that it's overpriced (especially for the disappointingly small portion sizes) and the strained service (they seem understaffed). I'm sure they'll work out their problems in time (well, let's hope!)."
"What a lovely restaurant! Knowing that this is my friend's favorite restaurant, we booked the lounge area for a surprise engagement party and it was a perfect setting for the celebration, complete with great food and drinks.", What a lovely restaurant
"i came here to celebrate a promotion.  it was a great pick.  i had some lamb and a stuffed poblano.  the lamb was falling off the bone, and the portions were beyond generous.  everyone who worked there was incredibly polite and helpful.  my friends loved it too."," the lamb was falling off the bone, and the portions were beyond generous. everyone who worked there was incredibly polite and helpful."
"Great brunch - never disappointed with the eggs benedict and bloody mary. Came here for dinner once and was impressed. Service is always attentive, and the decor is hip, but there's no pretentious vibe here. Our favorite spot is on the platform in the comfy seats. Got a big group together here once for brunch and the platform area worked perfectly."," Came here for dinner once and was impressed Service is always attentive, and the decor is hip, but there's no pretentious vibe here."
"I went to Locale last night, Saturday May 9, for dinner.  We have been here many times before.  It is one of our favorite spots in Astoria.  Last night we went in around 10:30 p.m.  and the place was packed.  The manager/hostess told us it would be a few minutes and suggested we grab a drink at the bar.  We found two seats at the end of the bar, next to the service station.  There were two bartenders, both clearly saw us sit down, and both clearly ignored us.  We waited about 10 minutes before I politely asked the girl-bartender if we order drinks from her?  She responded, ""Just give me a minute.""  I know restaurants/bars get busy, but one of them could have said, ""Hi, I'll be right with you.""  Or ""Hey, just give us a minute were busy.""  Clearly, putting away glasses doesn't need to be done before helping a customer.  When we were about to order our drinks the manager/bartender came over and told us our table was ready.  So, we opted to order our drinks with our server because the bartenders were SO RUDE.  A breath of fresh air!  The server was such a sweet girl!  She was attentive and friendly.  We almost left, but I'm glad we didn't because we love Locale.  Sam, another server there, is great, too.  The manager came over and apologized at the end of our dinner.  I highly recommend this place, BUT DON'T  SIT AT THE BAR!  At least I know I will never again."," We have been here many times before. The manager/hostess told us it would be a few minutes and suggested we grab a drink at the bar. I know restaurants/bars get busy, but one of them could have said, ""Hi, I'll be right with you."" Or ""Hey, just give us a minute were busy."" So, we opted to order our drinks with our server because the bartenders were SO RUDE. A breath of fresh air The server was such a sweet girl! At least I know I will never again."
The food is always great and the service is excellent.  I always found it relaxing going there.  It's too bad I live so far away now., The food is always great and the service is excellent. It's too bad I live so far away now.
"Went on Friday night, my second visit as promised. Still has the cramped feel, definitely would not recommend for large parties unless you don't mind being on top of each other, great place for couples. Same interesting crowd of somewhat people mostly 30 and up. Had the duck special with some stuffing that contained cranberries, was pretty good. Waiter was very helpful and talkative, made the experience even better. Food was right on point this time around. I'd give this place 5 stars, but you seriously can't enjoy it with a party of 3 or more people!"," enjoy Same interesting crowd of somewhat people mostly 30 and up Had the duck special with some stuffing that contained cranberries, was pretty good. Waiter was very helpful and talkative, made the experience even better. I'd give this place 5 stars, but you seriously can't enjoy it with a party of 3 or more people!"
