no.ofsimilartips,tip
1,Have not been for brunch yet but Ive heard its amazing
1,So awesome!Food is very flavorful.
1,"and WAY over priced for the quality, but service was descent."
1,its well worth it
1,The food was hot and fresh and the service was out of this world!
1,The manager/hostess told us it would be a few minutes and suggested we grab a drink at the bar.
1,"It tasted good, but you could barely taste it."
1,Just the type of place I would want around the corner.
1,They do have good drinks but in my opinion they are kind of pricey
1,Its more expensive than your average neighborhood restaurant but I havent found a problem with the price
1,My risotto was bland and the calamari was overcooked
1,Its salad OR fries not both
1,Extremely disappointed with Locale
1,"My friend got the spinach and goat cheese omelet, and this was very strange."
1,Oh my god that chocolate sauce
1,Love the fresh pasta and the new fall menu
1,It was pretty stellar.
1,Minus two stars for service
1,The cheese and fruit platter is nothing special.
1,"Two orders of Smoked Salmon Benedict, one Eggs Benedict and one Prosciutto Panini (a daily special)."
1,From brunch to lunch to drinks everything is amazing
1,Minus one for food
1,I enjoyed the house salad and my boyfriend's gnocchi was phenomenal.
1,Another wonderful date restaurant in Astoria
1,not appetizing at all.Lastly the service is terrible.
1,Truly awesome dinner
1,The other dishes received good reviews as well.
1,Rigatoni Bolognese was well done
1,"I've eaten there several times, and the food is always excellent."
1,"I order the fried calamari, and my husband ordered the special app, sweet bread."
1,"All around, I had a very nice evening."
1,"The only negative thing is that the portions are kind of small, but we were very satisfied with our meals."
1,It's basically french toast with a cornflake coating.
1,The crepe special for the price was extremely tiny and filled with almost nothing.
1,So judge the prices by that.The service was incredible.
1,"The outdoor seating area was nice, on a perfect night, and inside the ambience and music seemed perfect for a date or a small gathering."
1,I totally recommend the Cheddar Polenta on the Brunch Menu along with a Passion Fruit Mimosa
1,"With all of the ""organic, free range"" ingredients they say they use, that was NOT grass-fed beef we had at our table.I doubt I'll come back here again."
1,The yucca was hard and dry.- beef short rib risotto.
1,The waitresses were very nice & helpful and the food was delicious & reasonably priced.
1,Both were nothing to write home about
1,"i thought the mushroom ravioli was delicious, but the artichoke ravioli was just mediocre (too creamy, and the artichoke could've been fresher)."
1,I've been here several times over the past 5 years of living in the area.
1,They were SO stingy with bread and olive oil it was ridiculous.
1,Nothing to write home about but Definitely get the sauce on the side
1,Their Tuscan french fries are delicious!!!!
1,i really enjoy the interior decor and style of this place nothing spectacular just nice and cozy and good looking
1,The risotto was on the bland side and the rice and just boring
1,"The location is fantastic; the wide sidewalk, trees, and relative quiet allows for pleasant sidewalk seating."
1,"I was looking forward to this night, and was dissapointed with my experience in this restaurant.Although the service was excellent we would never go back."
1,Their fish specials are always spectacular and the preparations are really original.
1,Average at best
1,omelet and crepe special
1,What a lovely restaurant
1,Not here it is really clean all around.
1,It really hit the spot
1,I ordered eggs benedict with corned beef hash and my friend had french toast filled with Nutella.
1,The service is very friendly except their service is little slow.
1,It was so amazing it was hot and it had the right amount of cheese and spinach not too overwhelming
1,My friends and I had brunch here just yesterday for my birthday and it was so phenomenal!
1,The belgian waffles that my husband ordered wasn't that special either.
1,Very slow to take the order and bring the food
1,Its good food in a comfortable atmosphere
1,Food is pretty good although I found the service friendly but completely clueless.
1,You could barely taste the polenta.
1,"As I mentioned the restaurant is very cute, it is a bit small but the ambiance is perfect."
1,I got a spinach and goat cheese omelette that was surprisingly good.
1,The pasta with gorgonzola and a red beet sauce was delicious.
1,I have only had dessert and drinks here but everything was fantastic.
1,"For our entree's we had the beef short rib risotto, which was VERY heavy and tasted like something you would find in a can of chef boyardee."
1,Try it sometimes
1,"My husband had the special, the duck."
1,"tables on the front bottom level, and couch style seating on the upper back level, although the tables are still high so you're not bending over your food."
1,Not a great first impression.
1,Iced coffee yay
1,"But do not be misled, it is not good."
1,nice breezy decor
1,If the do soup specials get them because they are always great.
1,The waiter service was sub-par and for that I can't give this place a 5 star rating.
1,Just thinking about the fresh pasta lamb ragu and cheese makes my mouth water
1,The crispy zucchini is addictive.
1,oh and as for prices totally reasonable gotta love dining in an outer boroughall in all i highly recommend this place
1,I could probably live on the crispy zucchini for months.
1,"As for the food, the gnocchi is incredibly delightful and the antipasti appetizer is top notch -- I just can't get enough of this place!"
1,Our waitress gave good recommendations on what to order.
1,**OVERALL**  Ambiance is casual and quiet most nights.
1,The food has been moderate to great.
1,"Not only is the decor charming and the service pleasant, but the food is absolutely incredible."
1,Locale has a great decor and the bartender was so helpful.
1,The dessert was forgettable and unimpressive as well.
1,THANK YOUUU
1,It is distinctive and delicious
1,It was very tasty and the portion was just right.
1,"They served amazing food (sliders, stuffed mushrooms, and bruschetta) and drinks (the mojito is great!)."
1,"!Overall great staff, delicious food and casual yet trendy ambiance."
1,A great neighborhood restaurant
